benchmark	number	duration	time	rss	heapUsed	heapTotal	nodeVersion	v8Version	bytes	rows
new-parser	267	240	1349613857293	291573760	16362096	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	268	243	1349613857536	291573760	6694232	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	269	240	1349613857776	291573760	13507344	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	270	241	1349613858017	291573760	3826448	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	271	243	1349613858260	291573760	10604656	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	272	242	1349613858505	291573760	9551432	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	273	240	1349613858745	291573760	16374224	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	274	240	1349613858986	291573760	6705224	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	275	241	1349613859230	291573760	9544160	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	276	241	1349613859471	291573760	16366944	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	277	243	1349613859715	291573760	6697952	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	278	241	1349613859958	291573760	9543752	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	279	241	1349613860199	291573760	16366672	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	280	243	1349613860443	291573760	6697560	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	281	241	1349613860687	291573760	9544528	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	282	240	1349613860927	291573760	16367312	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	283	242	1349613861169	291573760	6698368	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	284	242	1349613861414	291573760	9544864	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	285	241	1349613861655	291573760	16367648	37588480	0.8.11	3.11.10.22	180821863	100000
new-parser	286	241	1349613861896	291573760	6698592	37588480	0.8.11	3.11.10.22	180821863	100000
